"Numbering","Source","HusbandName","HusbandTribe","HusbandSubtribe1","HusbandSubtribe2","HusbandSubtribe3","HusbandSubtribe4","nonQurayshAffilation","HusbandGeneration","WifeName","WifeTribe","WifeSubtribe1","WifeSubtribe2","WifeSubtribe3","WifeSubtribe4","nonQurayshGeneology","WifeGeneration","Sons","Daughters","Geography","Notes1","Notes2","Notes3","Notes4","H Lat","H Lng","W Lat","W Lng"
525,"NQ82","القاسم بن محمد بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,,7,"ام كلثوم بنت عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,,7,,1,,"Daughter unnamed, but named later in the zubayr entry","Nestled marriage behaviour","Muhammad appears as a son on NQ80 only",,,,,
526,"NQ82","حمزة بن عبد الله بن الزبير بن العوام","Quraysh","Qusayy","Asad","zubayr",,,7,"بنت القاسم بن محمد بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,,8,,,,"WAliat lahu","Nestled marriage behaviour","Entry is confusing here; clarification on NQ241",,,,,
528,"NQ82","الحجاج بن يوسف","Thaqif",,,,,,,"ام كلثوم بنت عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,,7,,,,"Forced to divorce by Abd al-Malik","Famous governor",,,,,,
529,"NQ83","على بن ابو طالب","Quraysh","Qusayy","Hashim","Ali",,,5,"فاطمة بنت النبى","Quraysh","Qusayy","Hashim",,,,6,,1,,"Matriline",,,,,,,
530,"NQ83","عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,,6,"بنت المسيب بن نجبة الفزارى","Ghatafan","Fazara",,,,,,2,,,,,,,,,,
531,"NQ83","عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,,6,"بنت خصفة بن ثقيف بن بكر بن وائل","Bakr b. Wa'il",,,,,,,4,,,"Provencal notes the problem in the genealogy in a footnote. Sam'ani has a longer genealogy (in a footnote) though the tribe - 'A'idh' - seems to be from Taglib f. Wail (see EI2)","Sam'ani 9.170 note 1 has (خصفة بن ثقيف بن ربيعة بن غنم بن ربيعة بن عائ)",,,,,,
533,"NQ83","عبد الملك بن مروان","Quraysh","Qusayy","Abd Shams","Umayyad","Marwanid",,7,"ام ابيها بنت عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,,7,,,,"No children mentioned - kanat and followed by talaqha",,,,,,,
535,"NQ83","يزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Abd Shams","Umayyad","Sufyanid",,7,"ام محمد بنت عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,,7,,,,"No children mentioned - kanat and",,,,,,,
536,"NQ83","على بن ابو طالب","Quraysh","Qusayy","Hashim","Ali",,,5,"ليلى بنت مسعود بن خالد بن مالك بن ربعى بن سلمى بن جندل بن نشهل","Tamim ",,,,,"NMY 620",,2,,,"Sibling relationship","Very odd that a son is omitted from the Ali section but included here.",,,,,,
537,"NQ83","عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,,6,"آمنة بنت عبد الله بن كعب بن عبد الله من خثعم","Khatham",,,,,,,1,2,,,,,,,,,
538,"NQ83","عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,,6,"النابغة بنت خداش من بنو عبس بن بغيض","Ghatafan","Abs b. Baghid",,,,,,1,,,,,,,,,,
539,"NQ83","عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,,6,"Concubines",,,,,,,,3,,,"Unusual name - Ma'maria, assumed masculine based on medial position",,,,,,,
540,"NQ84","عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,,5,"رابطة بنت عمرو من بنو نفيل بن عمرو بن كلاب","Qays Aylan","Amir b. Sa'sa'","Nufayl b. Amru b. Kilab",,,"LP provides genealogical link in a footnote, looking to Ma'jam al-Qaba'il",,,,,,,,,,,,
541,"NQ84","عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,,5,"Unnamed of Abu Bakr b. Kilab b. Rabi'a","Qays Aylan","Amir b. Sa'sa'","Abu Bakr b. Kilab b. Rabi'a",,,,,2,,,,,,,,,,
542,"NQ84","نافع بن عروة بن نافع بن عتبة بن ابو وقاص","Quraysh","Zuhra",,,,,7,"Unnamed of Abu Bakr b. Kilab b. Rabi'a","Qays Aylan","Amir b. Sa'sa'","Abu Bakr b. Kilab b. Rabi'a",,,,,1,,,"Sibling relationship","This is interesting - the spouse is a descendant of the father of Sa'd b. Abi Waqqas whose genealogy is famously suspect. Ibn Hazm seems to be the only other person to record the son of this union, though no other info is provided. Is he lifting it from al-Zubayri? Find out more about the son",,,,,,
543,"NQ84","عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,,5,"Concubine","From Syria",,,,,,,3,,,"Concubine is named Aliyya and was bought by Aqil in Syria",,,,,,,
544,"NQ84","عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,,5,"Concubines",,,,,,,,7,5,,"Male and female children of concubines listed seperately.",,,,,,,
545,"NQ85","على بن زيد بن ركانة بن عبد يزيد بن هاشم بن المطلب بن عبد مناف","Quraysh","Qusayy",,,,,7,"زينب بنت عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,,6,,1,,"WAliat lahu awladan",,,,,,,
546,"NQ85","وهب بن كبير بن عبد الله بن زمعة بن الاسود بن المطلب","Quraysh","Qusayy",,,,,7,"عبدة بنت على بن زيد بن ركانة بن عبد يزيد بن هشام بن المطلب بن عبد مناف","Quraysh","Qusayy","Al-Muttalib",,,,8,1,,,"Son was a Qadi for Harun al-Rashid",,,,,,,
548,"NQ85","على بن ابو طالب","Quraysh","Qusayy","Hashim","Ali",,,5,"Concubine",,,,,,,,,1,,"Matriline",,,,,,,
549,"NQ85","الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,,4,"عدىة بنت قيس بن طريف بن عبد العزى بن عامرة بن عميرة بن وديعة بن الحارث بن فهر","Quraysh","Harith b. Fihr",,,,,2,6,1,,,,,,,,,
550,"NQ85","ابو وداعة بن هبيرة بن سعيد بن سعد بن سهم","Quraysh","Sahm",,,,,4,"اروى بنت الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,,5,,,,"Name of husband father on NQ406 Sabira, not Hubira (the latter is followed by Ibn Hazm). In a footnote Provencal says Hubira is incorrect.",,,,,,,
551,"NQ86","نوفل بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,,5,"ضريبة بنت سعيد بن القسب/جندب بن عبد الله بن رافع بن نضلة بن محضب بن صعب من الازد","Azd","Azd",,,,,,6,,"Medina","Sons became famous early appointees; e.g. one was a companion of Muhammad, one the first Qadi of Medina and another a faqih",,,,,,,
552,"NQ86","الحارث بن نوفل بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,,6,"هند بنت ابو سفيان بن حرب","Quraysh","Qusayy","Abd Shams","Umayyad","Sufyanid",,6,1,,,,,,,,,,
555,"NQ86","عبد الله بن الحارث بن نوفل","Quraysh","Qusayy","Hashim",,,,7,"خلدة بنت معتب بن ابو لهب بن عبد المطلب بن هاشم","Quraysh","Qusayy","Hashim",,,,6,1,,,"This section is interesting - it reads much more as an interjection by Zubayri; use of word 'minhum' indicates a break in the genealogy (though it isn't) and geographic references to Medina, Baghdad and Basra",,,,,,,
556,"NQ86","عبد الله بن الحارث بن نوفل","Quraysh","Qusayy","Hashim",,,,7,"Concubine",,,,,,,,1,,,,,,,,,,
557,"NQ87","عبد الله بن الحارث بن نوفل","Quraysh","Qusayy","Hashim",,,,7,"هند بنت خالد بن حزام بن خويلد بن عبد العزى","Quraysh","Qusayy","Asad",,,,"5(6)",1,,,"NQ genealogy wrong here - should be Khuwaylid b. Asad b. 'Abd al-'Uzza",,,,,,,
558,"NQ87","ربيعة بن الحارث بن عبد المطلب ","Quraysh","Qusayy","Hashim",,,,5,"ام الحكم بنت الزبير بن عبد المطلب","Quraysh","Qusayy","Hashim",,,,5,9,2,,"Lack of al-Zubayr's marriages interesting as he does have a number of daughters who appear throughout the NQ","Maternal reference split between two pages, divided by nestled genealogy and anecdotes",,,,,,
559,"NQ87","عبد المطلب بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,,6,"Unnamed - امه من همدان","Hamdan",,,,,,,1,,,"Unusual - origin of concubine named","Nestled genealogy",,,,,,
560,"NQ87","محمد بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,,6,"Concubine",,,,,,,,1,,,,"Nestled genealogy",,,,,,
561,"NQ87","سليمان بن محمد بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,,7,"Concubine",,,,,,,,1,,,"Interesting - Sulayman's mother not named. ","Nestled genealogy",,,,,,
562,"NQ88","حبان بن منقذ بن عمرو بن مالك بن حنساء بن مبذول بن عمرو بن غنم بن مازن بن النجار","Khazraj","Najjar","Mazin",,,,,"اروى بنت ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,,6,2,,,"Daughter may have also married  al-Qasim b. Makhrama on NQ93, but this is not mentioned here. However, the later one is called al-Kubra so there could have been two",,,,,,,
563,"NQ88","العباس بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,,6,"ام فراس بنت حسان بن ثابت بن المنذر","Khazraj",,,,,"Father a famous poet",,1,1,,,,,,,,,
564,"NQ88","المنذر بن الجارود العبدى","Abd al-Qays","Jadhima","Haritha",,,"Al-Jarud appears in EI2 Abd al-Kays",,"ام محمد بنت العباس بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,,7,,,"Qatif/Bahrayn (EI2 Abd al-Qays)","WAliat lahu","Spouse appears in NMY104 - contemp of Ali",,,,,,
565,"NQ88","العباس بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,,6,"امة الله بنت مسعود بن سويد بن حارثة بن نضلة بن عون بن عبيد بن عويج بن عدى بن كعب","Quraysh","Adi b. Ka'b",,,,,6,3,,,,,,,,,,
566,"NQ88","العباس بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,,6,"Concubines",,,,,,,,4,,,,,,,,,,
567,"NQ89","الفضل بن عبد الرحمن بن العباس بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,,8,"Concubines",,,,,,,,2,,,"His own mother not given","Son Ya'qub imprisoned by Mahdi and killed by Musa",,,,,,
569,"NQ90","ابو صيفى بن هاشم بن عبد مناف بن قصى","Quraysh","Qusayy","Hashim",,,,3,"هالة بنت كلدة بن عبد مناف بن عبد الدار بن قصى","Quraysh","Qusayy","Abd al-Dar",,,,4,1,1,,,,,,,,,
571,"NQ90","ابو صيفى بن هاشم بن عبد مناف بن قصى","Quraysh","Qusayy","Hashim",,,,3,"Unnamed من بنو مالك بن كنانة","Kinana","Malik b. Kinana",,,,,,2,,,,,,,,,,
572,"NQ91","نضلة بن هاشم","Quraysh","Qusayy","Hashim",,,,3,"بنت المطلب بن عبد مناف بن قصى","Quraysh","Qusayy","Al-Muttalib",,,,3,1,,,,,,,,,,
573,"NQ91","الارقم بن نضلة بن هاشم","Quraysh","Qusayy","Hashim",,,,4,"خلدة بنت اسد بن هاشم","Quraysh","Qusayy","Hashim",,,,4,,3,,,,,,,,,
574,"NQ91","عبيد بن عبد يزيد بن هاشم بن المطلب بن عبد مناف","Quraysh","Qusayy","Al-Muttalib",,,,5,"الشقاء بنت الارقم بن نضلة بن هاشم","Quraysh","Qusayy","Hashim",,,,5,1,,,,,,,,,,
575,"NQ91","جميل بن معمر بن حبيب (بن وهب بن حذافة بن جمح)","Quraysh","Jumah",,,,,5,"هند بنت الارقم بن نضلة بن هاشم","Quraysh","Qusayy","Hashim",,,,5,,,,"WAliat lahu",,,,,,,
576,"NQ91","يغوث بن وهب بن عبد مناف بن زهرة","Quraysh","Zuhra",,,,,3,"ام جميل بنت الارقم بن نضلة بن هاشم","Quraysh","Qusayy","Hashim",,,,5,,1,,,"Interesting - reverse matriline here where each daughter produces another daughter, though none of the daughters are named",,,,,,
577,"NQ91","جندب بن نوفل بن اهيب بن عبد مناف بن زهرة","Quraysh","Zuhra",,,,,4,"بنت يغوث بن وهب بن عبد مناف بن زهرة","Quraysh","Zuhra",,,,,4,,1,,,"Interesting - reverse matriline here where each daughter produces another daughter, though none of the daughters are named",,,,,,
578,"NQ91","ثعلبة بن صعير","Quda'a","Udhra",,,,"EI2 Udhra and genealogy in NMY 2.719",,"بنت جندب بن نوفل بن اهيب بن عبد مناف بن زهرة","Quraysh","Zuhra",,,,,5,1,,,,"End of female line - ends with an indidvidual who narrated through al-Zuhri, just like the unusal section of Nawfal b. Harith above",,,,,,
579,,"اسد بن هاشم","Quraysh","Qusayy","Hashim",,,,,"Concubine",,,,,,,,,1,,"Matriline",,,,,,,
580,"NQ91","اسد بن هاشم","Quraysh","Qusayy","Hashim",,,,3,"Concubine","Roman called Maria",,,,,,,1,1,,"Unusual - ethnic origin of concubine mentioned",,,,,,,
581,"NQ91","اسد بن هاشم","Quraysh","Qusayy","Hashim",,,,3,"فاطمة بنت هرم بن رواحة بن حجير بن عبد بن معيص بن عامر بن لؤى","Quraysh","Amir b. Lu'ayy",,,,,3,,1,,,,,,,,,
583,"NQ91","حنين بن اسد بن هاشم","Quraysh","Qusayy","Hashim",,,,5,"Unnamed","Quraysh","Zuhra",,,,,,1,,,,,,,,,,
584,"NQ91","موسى بن سعد بن ابو وقاص","Quraysh","Zuhra",,,,,5,"ام هارون بنت عبد الله بن حنين بن اسد بن هاشم","Quraysh","Qusayy","Hashim",,,,7,2,,,"Unusual section that ends with the ever-problematic Sa'd b. Abi Waqqas","Her maternal info not provided - just appears as a daughter ",,,,,,
585,"NQ92","المطلب بن عبد مناف بن قصى","Quraysh","Qusayy","Al-Muttalib",,,,2,"هند بنت عمرو بن ثعلبة بن سلول بن الخزرج","Khazraj",,,,,,,2,,,,,,,,,,
589,"NQ92","قوالة بن طريف بن جذيمة بن علقمة بن فراس بن غنم بن مالك بن كاناة","Kinana","Firas",,,,,,"عاتكة بنت المطلب بن عبد مناف","Quraysh","Qusayy","Al-Muttalib",,,,3,1,,,,,,,,,,
590,"NQ92","المطلب بن عبد مناف بن قصى","Quraysh","Qusayy","Al-Muttalib",,,,2,"عنيزة بنت طريف بن عمرو بن ثمامة من طي","Tayy",,,,,,,2,,,"Interesting tribal origin - quite far flung",,,,,,,
591,"NQ92","المطلب بن عبد مناف بن قصى","Quraysh","Qusayy","Al-Muttalib",,,,2,"ام الحارث بنت الحارث بن سليط بن يربوع بن حنظلة بن مالك بن زيد مناة بن تميم","Tamim   ",,,,,,,3,,,,,,,,,,
592,"NQ92","المطلب بن عبد مناف بن قصى","Quraysh","Qusayy","Al-Muttalib",,,,2,"عاتكة بنت عمرو بن الحارث بن صباح بن ثعلبة بن سعد بن ضبة بن اد","Dabba ",,,,,"See EI2 'Dabba'",,2,,,,,,,,,,
594,"NQ92","عبد مناف بن  عمير بن اهيب بن حذافة بن جمح","Quraysh","Jumah",,,,,4,"اسماء بنت عبد الله بن سبع بن مالك بن جنادة بن الحارث بن سعد بن عنزة بن اسد بن ربيعة بن نزار","Anaza",,,,,,-4,1,,,"Look up further Nizar marriages","Very poor generational match here",,,,,,
595,"NQ92","مخرمة بن المطلب بن عبد مناف","Quraysh","Qusayy","Al-Muttalib",,,,3,"هند بنت معمر بن امية من بنو بياضة","Khazraj","Bayada",,,,,,2,,"Medina","There is a Bayada above who married into Khuza'a",,,,,,,
596,"NQ92","قيس بن مخرمة بن المطلب بن عبد مناف","Quraysh","Qusayy","Al-Muttalib",,,,4,"درة بنت عقبة بن ربيعة بن امرى القيس بن زيد بن عبد الاشهل الانصارى","Aws","Abd al-Ashhal",,,,,,3,"Women","Medina","Section stands out again as an interjection; women are not named as with zubayr section","Marriages with Medinan tribes interesting",,,,,,
597,"NQ93","الصلت بن مخرمة بن المطلب بن عبد مناف","Quraysh","Qusayy","Al-Muttalib",,,,4,"فاطمة بنت عبد قيس بن عبد شرحبيل بن هاشم بن عبد مناف بن عبد الدار بن قصى","Quraysh","Qusayy","Abd al-Dar",,,,6,3,1,,,,,,,,,
598,"NQ93","الصلت بن مخرمة بن المطلب بن عبد مناف","Quraysh","Qusayy","Al-Muttalib",,,,4,"رميمة","Unknown",,,,,,,1,,,"Only mother's name given",,,,,,,
599,"NQ93","القاسم بن مخرمة بن المطلب","Quraysh","Qusayy","Al-Muttalib",,,,4,"اروى الكبرى بنت ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,,6,1,,,"She may appear on NQ88 (only one Arwa though, al-Kubra here implies two), but this marriage is not mentioned - only a different one.","Possible conflict - and bride links back to a family that is recorded curiously anyway",,,,,,
600,"NQ94","الحارث بن المطلب","Quraysh","Qusayy","Al-Muttalib",,,,3,"شحيلة بنت خزاعى بن الحويرث بن حبيب بن مالك بن الحارث بن حطيط بن جشم من ثقيف","Thaqif",,,,,,,3,,"Taif","One son older than Muhammad and converted early. Lot of bio info here including years and burial",,,,,,,
