Numbering,Source,HusbandName,HusbandTribe ,HusbandSubtribe1,HusbandSubtribe2,HusbandSubtribe3,HusbandSubtribe4,Source for non-Qurashi tribal affiliation,HusbandGeneration ,WifeName,WifeTribe,WifeSubtribe1,WifeSubtribe2,WifeSubtribe3,WifeSubtribe4,Source for non-Qurashi genealogy,WifeGeneration,Sons,Daughters,H Lat,H Lng,W Lat,W Lng
2319,NQ436,___ __ _____ __ ___ __ ___ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,2,___ ___ ____ __ ___ ____ __ ___,Quraysh,Qusayy,,,,,3,1,,,,,
106,NQ20,___ __ ___ ____ __ ____ __ ____,Quraysh,Zuhra,,,,,2,___ ___ ___ _____ __ _____ __ ___ _____ __ ___,Quraysh,Qusayy,Abd al-Dar,,,,4,,1,,,,
1497,NQ280,_____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,3,____ ___ ___ _____ __ ___,Quraysh,Qusayy,Abd al-Dar,,,,2,2,,,,,
65,NQ17,____ __ ____ __ _____ __ _____ __ ____ __ ___,Quraysh,Makhzum,,,,,3,____ ___ ___ __ ___,Quraysh,Qusayy,,,,,2,,1,,,,
1774,NQ342,______ __ ____ __ ____ __ _____,Quraysh,Makhzum,,,,,3,___ ___ ___ __ ___ __ ____,Quraysh,Qusayy,,,,,2,1,,,,,
1235,NQ212,______ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,3,___ ___ _____ __ ___ _____ __ ___,Quraysh,Qusayy,Abd al-Dar,,,,3,5,,,,,
616,NQ98,_____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,3,___ ___ ___ ___ __ ___ ____,Quraysh,Qusayy,Abd Shams,,,,3,2,,,,,
1162,NQ198,___ __ ____ __ ___ ____,Quraysh,Qusayy,,,,,3,_______ ___ ___ __ ___ _____ __ ___,Quraysh,Qusayy,Asad,,,,3,2,1,,,,
967,NQ157,___ _____ __ ___ ___,Quraysh,Qusayy,,,,,3,__ ______ ___ ___ __ ___ _____ __ ___,Quraysh,Qusayy,Asad,,,,3,2,,,,,
1353,NQ251,___ _____ __ _____ __ ___ _____ __ ___ ,Quraysh,Qusayy,,,,,3,__ ____ ___ ___ __ ___ _____ __ ___,Quraysh,Qusayy,Asad,,,,3,,1,,,,
1739,NQ333,____ __ ___ ____ __ ___ __ _____,Quraysh,Makhzum,,,,,3,___ ___ ___ __ ___ _____ __ ___,Quraysh,Qusayy,Asad,,,,3,4,,,,,
60,NQ16,____ __ ______ __ ___ ____ ,Quraysh,Qusayy,,,,,3,______ ___ ____ __ ___ ____,Quraysh,Qusayy,Hashim,,,,3,1,,,,,
1160,NQ198,____ __ ____ __ ____ __ ___,Quraysh,Sahm,,,,,3,_____ ___ ____ __ ___ ____,Quraysh,Qusayy,Nawfal,,,,3,,,,,,
572,NQ91,____ __ ____,Quraysh,Qusayy,Hashim,,,,3,___ ______ __ ___ ____ __ ___,Quraysh,Qusayy,,,,,3,1,,,,,
1226,NQ207,____ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,3,___ ___ ___ ____ __ ___ __ ___,Quraysh,Qusayy,,,,,3,2,,,,,
569,NQ90,___ ____ __ ____ __ ___ ____ __ ___,Quraysh,Qusayy,Hashim,,,,3,____ ___ ____ __ ___ ____ __ ___ _____ __ ___,Quraysh,Qusayy,Abd al-Dar,,,,4,1,1,,,,
1224,NQ207,____ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,3,_____ ___ _____ __ ___ __ ___ _____ __ ___,Quraysh,Qusayy,Asad,,,,4,,,,,,
97,NQ19,____ __ ___ __ ___ __ ___,Quraysh,Qusayy,,,,,3,____ ___ ___ ______ __ ____,Quraysh,Qusayy,Hashim,,,,4,1,,,,,
2005,NQ381,___ _____ __ _____ __ ___ __ ____ __ ____ __ ___ __ ___,Quraysh,Adi b. Ka'b,,,,,3,______ ___ ____ __ ______ __ ___ ____,Quraysh,Qusayy,,,,,4,2,,,,,
56,NQ16,____ __ ____ __ ___ ____ __ ____ __ ____,Quraysh,Zuhra,,,,,3,_____ ___ ___ _____ __ ____ __ ___ _____,Quraysh,Qusayy,,,,,4,1,,,,,
1559,NQ294,____ __ ___ __ ____ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,3,____ ___ ____ __ ____ __ ___ __ ___,Quraysh,Qusayy,,,,,4,1,,,,,
931,NQ151,___ ____ __ ___ ___,Quraysh,Qusayy,,,,,3,_____ ___ ___ __ ____ __ ___ ____,Quraysh,Qusayy,,,,,4,3,1,,,,
576,NQ91,____ __ ___ __ ___ ____ __ ____,Quraysh,Zuhra,,,,,3,__ ____ ___ ______ __ ____ __ ____,Quraysh,Qusayy,Hashim,,,,5,,1,,,,
1398,NQ263,___ ____ __ ____ __ ___ ____,Quraysh,Zuhra,,,,,3,____ ___ _____ __ ____ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,5,2,,,,,
1964,NQ369,____ __ ____ __ ___ ____ __ ____ __ ____ __ ___ __ ___,Quraysh,Adi b. Ka'b,,,,,3,__ _____ ___ _____ __ ____ __ ____ __ ___ __ ___,Quraysh,Qusayy,,,,,5,2,,,,,
610,NQ96,_____ __ ______,Quraysh,Qusayy,,,,,3,___/__ ____ ___ ___ ____ __ ____ __ ______ __ ___ ____,Quraysh,Qusayy,,,,,5,2,,,,,
1656,NQ312,___ _____ __ ____,Quraysh,Qusayy,Umayyad,,,,4,____ ___ ___ __ ___ _____ __ ___,Quraysh,Qusayy,Asad,,,,3,,1,,,,
1686,NQ317,___ ____ __ _______,Quraysh,Makhzum,,,,,4,_____ ___ ____ __ ___ __ ___ _____,Quraysh,Qusayy,Asad,,,,3,2,,,,,
2150,NQ404,______ __ ____ __ _____ __ ___ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Sahm,,,,,4,____ ___ _____ __ ______ __ ___ _____,Quraysh,Qusayy,Abd al-Dar,,,,4,2,,,,,
1173,NQ201,______ __ ___ __ ____ __ ___ ____,Quraysh,Qusayy,,,,,4,__ ____ ___ ____/___ ____ __ ___ ___,Quraysh,Qusayy,Abd Shams,,,,4,1,,,,,
925,NQ151,______ __ ____ ______ __ ___ ___,Quraysh,Qusayy,,,,,4,____ ___ ____ __ ___ ___,Quraysh,Qusayy,Abd Shams,,,,4,1,1,,,,
637,NQ101,___ ______ __ ____ ______ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,4,____ ___ _____ __ ___ ___,Quraysh,Qusayy,Abd Shams,,,,4,,1,,,,
1775,NQ342,_____ __ ______ __ ____ __ ____ __ _____,Quraysh,Makhzum,,,,,4,____ ___ _____ __ ___ ___,Quraysh,Qusayy,Abd Shams,,,,4,1,,,,,
1746,NQ334,____ __ ____ __ ___ ____ __ ___ __ _____,Quraysh,Makhzum,,,,,4,_____ ___ _____ __ ___ __ ___ _____ __ ___,Quraysh,Qusayy,Asad,,,,4,,1,,,,
1750,NQ334,_____ __ ____ __ ___ ____ __ ___ __ _____,Quraysh,Makhzum,,,,,4,___ ___ _______ __ ___ __ ___ _____,Quraysh,Qusayy,Asad,,,,4,1,,,,,
968,NQ157,______ __ ___ _____ __ ___ ___,Quraysh,Qusayy,,,,,4,____ ___ _____ __ ___ __ ___ _____,Quraysh,Qusayy,Asad,,,,4,1,,,,,
98,NQ20,____ __ ____ __ ___ ____ __ ___ _____ __ ___,Quraysh,Qusayy,Hashim,,,,4,____ ___ ___ ______ __ ____,Quraysh,Qusayy,Hashim,,,,4,,1,,,,
2272,NQ428,___ ___ __ ___ _____ __ ___ ___,Quraysh,Amir b. Lu'ayy,,,,,4,___ ___ ___ ______ __ ____,Quraysh,Qusayy,Hashim,,,,4,1,,,,,
1753,NQ337,___ _____ __ ____ __ ___ ____ __ ___ __ _____,Quraysh,Makhzum,,,,,4,___ ___ ___ ______ __ ____,Quraysh,Qusayy,Hashim,,,,4,1,,,,,
573,NQ91,______ __ ____ __ ____,Quraysh,Qusayy,Hashim,,,,4,____ ___ ___ __ ____,Quraysh,Qusayy,Hashim,,,,4,,3,,,,
103,NQ20,______ __ _____ __ ___ __ ___ _____ __ ___,Quraysh,Qusayy,Asad,,,,4,____ ___ ___ ______ __ ____,Quraysh,Qusayy,Hashim,,,,4,2,1,,,,
1306,NQ235,______ __ _____ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,4,____ ___ ___ ______ __ ____,Quraysh,Qusayy,Hashim,,,,4,2,1,,,,
1671,NQ316,___ ____ __ _______,Quraysh,Makhzum,,,,,4,_____ ___ ___ ______ __ ____,Quraysh,Qusayy,Hashim,,,,4,2,1,,,,
1572,NQ300,___ ____ __ _______ __ ___ ____ __ ___ __ _____ __ ____ __ ___ __ ___ __ ___ __ ____ __ ___,Quraysh,Makhzum,,,,,4,_____ ___ ___ ______ __ ____,Quraysh,Qusayy,Hashim,,,,4,,,,,,
229,NQ40,___ ____ __ ___ ______,Quraysh,Qusayy,Hashim,,,,4,_____ ___ ___ __ ____ __ ___ ____ __ ___,Quraysh,Qusayy,Hashim,,,,4,4,2,,,,
1284,NQ230,____ __ _____ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,4,_______ ___ ___ __ ____ __ ___ ____,Quraysh,Qusayy,Nawfal,,,,4,,,,,,
2254,NQ425,_____ __ ___ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,4,____ ___ ___ __ ____ __ ___ ____,Quraysh,Qusayy,Nawfal,,,,4,1,,,,,
2213,NQ420,____ __ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,4,_____ ___ ____ __ ____ __ ___ ____,Quraysh,Qusayy,Nawfal,,,,4,3,,,,,
626,NQ99,___ __ ___ __ ___ (__ ___ __ ___),Quraysh,Sahm,,,,,4,____ ___ ____ ______ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,4,,,,,,
625,NQ99,____ __ ____ __ ___ _____ __ ____ __ ___ _____ __ ___ _____ __ _____ __ _____ __ _____ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,4,____ ___ ____ ______ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,4,,,,,,
624,NQ99,____ __ _____ __ ___ ____ __ ___ __ _____,Quraysh,Makhzum,,,,,4,____ ___ ____ ______ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,4,,2,,,,
602,NQ95,_____ __ ____ __ ______,Quraysh,Qusayy,,,,,4,__ ____ ___ ___ ___ __ (___) ______ __ ___ ____,Quraysh,Qusayy,,,,,4,,,,,,
1967,NQ370,_____ __ ____ __ ____ __ ___ ____ __ ____ __ ____ __ ___ __ ___,Quraysh,Adi b. Ka'b,,,,,4,____ ___ ____ __ ____ __ ___ __ ___,Quraysh,Qusayy,,,,,4,2,1,,,,
1241,NQ213,____ __ ______ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,4,____ ___ ______ __ ___ _____ __ _____ __ ___ _____ __ ___,Quraysh,Qusayy,Abd al-Dar,,,,5,1,,,,,
1301,NQ235,______ __ _____ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,4,__ _____ ___ ____ __ _____ __ ______ __ ___ _____,Quraysh,Qusayy,Abd al-Dar,,,,5,1,,,,,
2279,NQ430,_____ __ ___ _____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,4,__ _____ ___ ____ __ ___ __ ___ ___,Quraysh,Qusayy,Abd Shams,,,,5,1,,,,,
1387,NQ256,____ __ _____ __ ______ __ ___ _____ __ ___,Quraysh,Qusayy,,,,,4,___ ____ __ ____ __ ___ ___,Quraysh,Qusayy,Abd Shams,,,,5,1,,,,,
945,NQ153,___ ____ __ _______ __ ___ ____ __ ___ __ _____,Quraysh,Makhzum,,,,,4,_____ ___ ____ __ _____ __ ___ ___,Quraysh,Qusayy,Abd Shams,,,,5,,,,,,
1203,NQ204,____ __ ___ ____ __ ____ __ ___ ____,Quraysh,Qusayy,,,,,4,_____ ___ ____ __ _____ (__ ___ ___),Quraysh,Qusayy,Abd Shams,,,,5,8,2,,,,
1573,NQ300,______ __ _______ __ ___ ____ __ ___ __ _____ __ ____ __ ___ __ ___ __ ___ __ ____ __ ___,Quraysh,Makhzum,,,,,4,___ ___ ____ __ _____,Quraysh,Qusayy,Abd Shams,,,,5,,,,,,
1289,NQ231,____ __ _____ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,4,_____ ___ ____ __ ______ __ ___,Quraysh,Qusayy,Asad,,,,5,3,,,,,
550,NQ85,___ _____ __ _____ __ ____ __ ___ __ ___,Quraysh,Sahm,,,,,4,____ ___ ______ __ ___ ______,Quraysh,Qusayy,Hashim,,,,5,,,,,,
1459,NQ274,____ __ ___ ___ __ ___ __ ______ __ ____,Quraysh,Zuhra,,,,,4,_______ ___ ___ ____ __ ____ __ ___ ______ __ ___ ____,Quraysh,Qusayy,Hashim,,,,5,3,,,,,
1212,NQ205,______ __ ____ __ ____ __ ___ ____,Quraysh,Qusayy,,,,,4,___ ___ ___ ___ (__ ___ ______),Quraysh,Qusayy,Hashim,,,,5,2,,,,,
771,NQ123,______ __ ______ __ ___,Quraysh,Qusayy,Asad,,,,4,_______ ___ ___ __ ____,Quraysh,Qusayy,Umayyad,,,,5,,1,,,,
957,NQ156,____ __ _____ __ ___ ___,Quraysh,Qusayy,,,,,4,_______ ___ ___ __ ____,Quraysh,Qusayy,Umayyad,,,,5,1,1,,,,
775,NQ123,___ ___/___ _____ __ ___ ______,Quraysh,Qusayy,Hashim,,,,4,__ ____ ___ ___ __ ____ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,5,,,,,,
2249,NQ423,____ __ ___ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,4,__ ____ __ ______ __ ____,Quraysh,Qusayy,Umayyad,,,,5,,2,,,,
636,NQ101,_____ __ ___ __ ____ (__ ___ ____),Quraysh,Qusayy,,,,,4,__ ____ ___ ___ ______ __ ____ ______ __ ___ ___ ,Quraysh,Qusayy,Umayyad,,,,5,,,,,,
2243,NQ422,____ __ ___ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,4,__ ____ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,,,,5,1,,,,,
2252,NQ424,____ __ ___ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,4,__ ____ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,,,,5,1,,,,,
1091,NQ173,____ __ ___ ____ __ ___ ___ (__ ___ __ __ ___ __ ____ __ ___ NQ345,Quraysh,Amir b. Lu'ayy,,,,,4,__ ____ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,,,,5,,,,,,
632,NQ100,___ _____ __ ___ __ ____,Quraysh,Qusayy,Umayyad,Sufyanid,,,4,____ ___ ___ ______ __ ____ ______ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,5,1,1,,,,
772,NQ123,____ __ _____ __ ___ ___,Quraysh,Qusayy,,,,,4,_____ ______ ___ ___ __ ____,Quraysh,Qusayy,Umayyad,,,,5,1,,,,,
1539,NQ288,____ ____ __ ____ __ _____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,4,_____ ___ ____ __ ___ ____ (__ ___ _____ __ _____ __ ___ _____ __ ___),Quraysh,Qusayy,Abd al-Dar,,,,6,2,,,,,
597,NQ93,_____ __ _____ __ ______ __ ___ ____,Quraysh,Qusayy,,,,,4,_____ ___ ___ ___ __ ___ ______ __ ____ __ ___ ____ __ ___ _____ __ ___,Quraysh,Qusayy,Abd al-Dar,,,,6,3,1,,,,
1230,NQ209,___ __ ____ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,4,__ ___ ____ ___ ___ _______ __ ____,Quraysh,Qusayy,Asad,,,,6,,,,,,
599,NQ93,______ __ _____ __ ______,Quraysh,Qusayy,,,,,4,____ ______ ___ _____ __ ______ __ ___ ______,Quraysh,Qusayy,Hashim,,,,6,1,,,,,
872,NQ137,____ __ _____ __ ___,Quraysh,Qusayy,Asad,,,,4,__ ___ ___ _____ __ ___ ____ __ ____,Quraysh,Qusayy,Umayyad,,,,6,1,,,,,
893,NQ146,______ __ ___ __ ___ __ _____ __ ____ __ ____ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,4,___ ___ ____ __ ___ ____ __ ___ ____ __ ____,Quraysh,Qusayy,Umayyad,,,,7,,,,,,
2276,NQ430,_____ __ ___ _____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,4,__ ____ ___ ___ _____ __ ___ __ ____,Quraysh,Qusayy,Umayyad,Sufyanid,,,,1,,,,,
1564,NQ295,___ __ ____  __ ____ __ ______ __ _____ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,5,___ _____ __ ___ __ ___ _____ __ ___,Quraysh,Qusayy,Asad,,,,4,,1,,,,
113,NQ21,____ _____,Quraysh,Qusayy,Hashim,,,,5,_____ ___ _____ __ ___ __ ___ _____ __ ___,Quraysh,Qusayy,Asad,,,,4,2,4,,,,
1282,NQ229,___ __ ____ __ ____ __ ______ __ ____ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,5,____ ___ _____ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,4,,1,,,,
642,NQ101,____ __ _____ __ ____ __ ___ ___,Quraysh,Qusayy,,,,,5,__ ____ ___ ___ ______,Quraysh,Qusayy,Hashim,,,,4,,1,,,,
867,NQ135,______ __ ___ __ ____,Quraysh,Qusayy,Umayyad,,,,5,____ ___ ___ ______ __ ____,Quraysh,Qusayy,Hashim,,,,4,,1,,,,
2256,NQ425,____ __ ___ __ ____ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,5,____ ___ ___ __ ____ __ ___ ____,Quraysh,Qusayy,Nawfal,,,,4,1,,,,,
864,NQ134,____ __ ___ __ ____,Quraysh,Qusayy,Umayyad,,,,5,_______ ___ ___ __ ____ __ ___ ____,Quraysh,Qusayy,,,,,4,1,1,,,,
1537,NQ288,____ __ ____ ____ __ _____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,5,____ ___ ______ __ ____ __ ___ ____ __ ___ _____,Quraysh,Qusayy,Abd al-Dar,,,,5,1,1,,,,
99,NQ20,_____ __ ___ ______ __ ____ __ ___ ____ __ ___ _____ __ ___,Quraysh,Qusayy,Hashim,,,,5,_____ ___ ____ __ ____ __ ___ ____ __ ___ _____ __ ___,Quraysh,Qusayy,Abd al-Dar,,,,5,,1,,,,
1507,NQ282,____ __ ____ ____ __ _____ __ ____ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,5,__ ____ ___ ____ __ _____ __ ___ ___ ,Quraysh,Qusayy,Abd Shams,,,,5,3,,,,,
953,NQ154,___ ____ __ ____ __ _____ __ ___ ___ ,Quraysh,Qusayy,,,,,5,___ ____ __ _____ (__ ___ ___),Quraysh,Qusayy,Abd Shams,,,,5,1,,,,,
922,NQ150,___ ______ __ ____ __ ____ __ ___ ___,Quraysh,Qusayy,,,,,5,___ ___ ___ ______ __ ____ __ ___ ___ __ ___ ____,Quraysh,Qusayy,Abd Shams,,,,5,4,,,,,
786,NQ125,___ _____ __ ___ __ ____,Quraysh,Qusayy,Umayyad,Sufyanid,,,5,___ ___ ____ __ _____ __ ___ ___,Quraysh,Qusayy,Abd Shams,,,,5,1,2,,,,
104,NQ20,____ __ ____ (__ _____ __ ___ ___ _____),Quraysh,Qusayy,Asad,,,,5,__ ____ ___ ______ __ _____ __ ___ __ ___ _____ __ ___,Quraysh,Qusayy,Asad,,,,5,,1,,,,
1087,NQ173,_______ __ ___ ______,Quraysh,Qusayy,Umayyad,,,,5,____ ___ _____ __ ____ __ ___ __ ___ _____,Quraysh,Qusayy,Asad,,,,5,1,,,,,
962,NQ156,____ ____ __ ____ __ _____,Quraysh,Qusayy,,,,,5,___ ______ __ _______ __ ___ __ ___ _____,Quraysh,Qusayy,Asad,,,,5,1,,,,,
1291,NQ232,____ __ ____ __ _____ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,5,____ ___ ______ __ _____,Quraysh,Qusayy,Asad,,,,5,1,,,,,
1258,NQ220,______ __ ___ ____ __ ______ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,5,_____ ___ ______ __ ______ __ ___ __ ___ _____ __ ____ ,Quraysh,Qusayy,Asad,,,,5,1,,,,,
1242,NQ214,___ _______ __ ____ __ ______ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,5,_____ ___ ____ __ ______ __ ___ __ ___ _____,Quraysh,Qusayy,Asad,,,,5,1,,,,,
208,NQ37,___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,,,5,____ ___ ____ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,5,,,,,,
574,NQ91,____ __ ___ ____ __ ____ __ ______ __ ___ ____,Quraysh,Qusayy,,,,,5,______ ___ ______ __ ____ __ ____,Quraysh,Qusayy,Hashim,,,,5,1,,,,,
558,NQ87,_____ __ ______ __ ___ ______ ,Quraysh,Qusayy,Hashim,,,,5,__ _____ ___ ______ __ ___ ______,Quraysh,Qusayy,Hashim,,,,5,9,2,,,,
231,NQ39,_____ __ ___ ___ __ ____ __ ____ __ _____ __ _____,Quraysh,Makhzum,,,,,5,__ ____/_____/___ ___ ___ ____ __ ___ ______,Quraysh,Qusayy,Hashim,,,,5,,,,,,
230,NQ40,___ _____ __ ______ __ ___ ______,Quraysh,Qusayy,Hashim,,,,5,_____ ___ ___ ____ __ ___ ______ ,Quraysh,Qusayy,Hashim,,,,5,,,,,,
575,NQ91,____ __ ____ __ ____ (__ ___ __ _____ __ ___),Quraysh,Jumah,,,,,5,___ ___ ______ __ ____ __ ____,Quraysh,Qusayy,Hashim,,,,5,,,,,,
633,NQ100,____ _____,Quraysh,Qusayy,Hashim,,,,5,__ _____ ___ ___ _____ __ ___,Quraysh,Qusayy,Umayyad,Sufyanid,,,5,,,,,,
1188,NQ202,___ ______ __ ______ __ ___ __ ____ __ ___ ____,Quraysh,Qusayy,,,,,5,___ ___ _____ __ ____ __ ___ ___,Quraysh,Qusayy,Umayyad,Sufyanid,,,5,,,,,,
1655,NQ312,___ ___ __ ____ __ _______,Quraysh,Makhzum,,,,,5,____ ___ ___ _____ __ ____,Quraysh,Qusayy,Umayyad,,,,5,,4,,,,
1413,NQ266,___ ______ __ ___ __ ___ ___ __ ___ __ ______,Quraysh,Zuhra,,,,,5,__ _____ ___ ____ __ _____ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,5,1,,,,,
1134,NQ187,____ __ ___ _____ __ ____ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,5,____ ___ ___ ____ __ ____,Quraysh,Qusayy,Umayyad,,,,5,2,,,,,
1419,NQ267,_____ __ ____ __ _____ (__ ___ ___),Quraysh,Qusayy,Umayyad,,,,5,____ ___ ____ __ ____ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,5,1,,,,,
1418,NQ267,___ ______ __ ___ __ ___ ___ __ ___ __ ______,Quraysh,Zuhra,,,,,5,____ ___ ____ __ ____ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,5,1,,,,,
791,NQ126,___ _____ __ ___ __ ____,Quraysh,Qusayy,Umayyad,Sufyanid,,,5,____ ___ ___ ____ __ ____ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,5,1,2,,,,
794,NQ126,___ _____ __ ___ __ ____,Quraysh,Qusayy,Umayyad,Sufyanid,,,5,_____ ___ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,,,,5,,1,,,,
1175,NQ201,___ ______ __ ______ __ ___ __ ____ __ ___ ____,Quraysh,Qusayy,,,,,5,_____/___ ___ _____ __ ____ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,5,1,,,,,
927,NQ151,___ ____ __ ______ __ ____ ______ __ ___ ___,Quraysh,Qusayy,,,,,5,_____ ___ _____ __ _____ __ ____ __ ___ ____ __ ___ _____,Quraysh,Qusayy,Abd al-Dar,,,,6,3,1,,,,
986,NQ160,_____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,,,,5,_______ ___ ____ __ ____ (__ _____ __ ___ ___),Quraysh,Qusayy,Abd Shams,,,,6,1,,,,,
1453,NQ273,______ __ ___ __ ___ ___ __ ___ __ ______,Quraysh,Zuhra,,,,,5,__ ____ ___ ____ __ ____ (__ _____ __ ____ __ ___ ___),Quraysh,Qusayy,Abd Shams,,,,6,1,,,,,
972,NQ158,___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,,,5,_____ ___ ___ ______ __ ______ __ ___ _____ __ ___ ___,Quraysh,Qusayy,Abd Shams,,,,6,,,,,,
2322,NQ437,____ __ _____ __ ___ __ ___ __ _____ __ ___ __ ___ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,5,___ ___ ____ __ ____ __ _____ __ ___ ___,Quraysh,Qusayy,Abd Shams,,,,6,1,,,,,
952,NQ153,_____ __ _____ __ ____ __ ___ __ _____,Quraysh,Jumah,,,,,5,___ ___ ______ __ ____ __ _____ __ ___ ___,Quraysh,Qusayy,Abd Shams,,,,6,,,,,,
218,NQ38,____ __ ______ __ ___ ______,Quraysh,Qusayy,Hashim,Abbasid,,,5,__ _____ ___ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,,,6,1,,,,,
260,NQ45,____ __ ______ __ ___ ______,Quraysh,Qusayy,Hashim,Abbasid,,,5,__ _____/_____ ______ ___ ___,Quraysh,Qusayy,Hashim,Alid,,,6,,1,,,,
254,NQ45,____ __ ______ __ ___ ______,Quraysh,Qusayy,Hashim,Abbasid,,,5,____ ______ ___ ___ ,Quraysh,Qusayy,Hashim,Alid,,,6,,1,,,,
125,NQ22,_____ __ ___ ___,Quraysh,Qusayy,Hashim,,,,5,__ _____ ___ ____  ,Quraysh,Qusayy,Hashim,,,,6,,,,,,
124,NQ22,____ __ ___ ___,Quraysh,Qusayy,Hashim,,,,5,____ ___ ____,Quraysh,Qusayy,Hashim,,,,6,,,,,,
971,NQ158,___ ______ __ ______ __ ___ _____ __ ___ ___,Quraysh,Qusayy,,,,,5,____ ___ ____ _____,Quraysh,Qusayy,Hashim,,,,6,1,1,,,,
529,NQ83,___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,,,5,_____ ___ _____,Quraysh,Qusayy,Hashim,,,,6,,1,,,,
1169,NQ201,____ __ ____ __ ___ __ ____ __ ___ ____,Quraysh,Qusayy,,,,,5,__ ____ ___ ____ __ ____ __ ____ __ ____ __ ___ ____,Quraysh,Qusayy,Nawfal,,,,6,5,1,,,,
2059,NQ389,_____ __ ____ __ ___ __ ___ __ _____ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Jumah,,,,,5,__ ____ ___ ___ _____ __ ___ __ ____,Quraysh,Qusayy,Umayyad,Sufyanid,,,6,1,,,,,
